# 20.02.2020 Daily Manual Auction Block Bids;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Data type(ST);Delivery Date;Currency;Creation Time;Creation date;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Data type(BB);BlockID;Block Type;BlockCodePRM;Execution;Limit Price;Volume H01;Volume H02;Volume H03A;Volume H03B;Volume H04;Volume H05;Volume H06;Volume H07;Volume H08;Volume H09;Volume H10;Volume H11;Volume H12;Volume H13;Volume H14;Volume H15;Volume H16;Volume H17;Volume H18;Volume H19;Volume H20;Volume H21;Volume H22;Volume H23;Volume H24;MAR;AAR
# Data type(AL);Number of lines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;20.02.2020;EUR;13:05:28;19.02.2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BB;1E+13;C01;;Y;500.0;5.0;5.0;5.0;;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1;1
BB;1E+13;C04;92584;N;49.0;-170.0;-170.0;-170.0;;-170.0;-170.0;-350.0;-500.0;-500.0;-500.0;-500.0;-500.0;-350.0;-170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0
BB;1E+13;C04;92584;N;48.8;-170.0;-170.0;-170.0;;-170.0;-170.0;-350.0;-500.0;-500.0;-500.0;-500.0;-500.0;-500.0;-350.0;-170.0;-170.0;-170.0;-350.0;-500.0;-500.0;-500.0;-350.0;-170.0;0.0;0.0;1;0
BB;1E+13;C04;92584;N;49.4;-170.0;-170.0;-170.0;;-170.0;-170.0;-350.0;-500.0;-500.0;-500.0;-500.0;-500.0;-350.0;-170.0;-170.0;-170.0;-170.0;-170.0;-350.0;-500.0;-500.0;-350.0;-170.0;0.0;0.0;1;0
BB;1E+13;C04;92584;N;48.9;-170.0;-170.0;-170.0;;-170.0;-170.0;-350.0;-500.0;-500.0;-500.0;-500.0;-500.0;-500.0;-350.0;-170.0;-170.0;-170.0;-350.0;-500.0;-500.0;-350.0;-170.0;0.0;0.0;0.0;1;0
BB;1E+13;C04;92584;N;49.6;-170.0;-170.0;-170.0;;-170.0;-170.0;-350.0;-500.0;-500.0;-500.0;-500.0;-500.0;-350.0;-170.0;-170.0;-170.0;-170.0;-170.0;-350.0;-500.0;-350.0;-170.0;0.0;0.0;0.0;1;0
BB;1E+13;C01;;N;54.4;0.0;0.0;0.0;;0.0;0.0;-170.0;-250.0;-325.0;-390.0;-390.0;-390.0;-300.0;-210.0;-210.0;-210.0;-210.0;-210.0;-300.0;-390.0;-390.0;-275.0;-170.0;0.0;0.0;1;0
BB;1E+13;C04;92583;N;73.0;0.0;0.0;0.0;;0.0;0.0;0.0;-42.0;-60.0;-60.0;-60.0;-60.0;-33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0
BB;1E+13;C04;92583;N;69.4;0.0;0.0;0.0;;0.0;0.0;0.0;-42.0;-60.0;-60.0;-60.0;-60.0;-60.0;-33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0
BB;1E+13;C04;92583;N;62.5;0.0;0.0;0.0;;0.0;0.0;0.0;-42.0;-60.0;-60.0;-60.0;-60.0;-40.0;-33.0;-33.0;-33.0;-33.0;-33.0;-45.0;-60.0;-60.0;-40.0;0.0;0.0;0.0;1;0
BB;1E+13;C04;92583;N;61.1;0.0;0.0;0.0;;0.0;0.0;0.0;-42.0;-60.0;-60.0;-60.0;-60.0;-60.0;-40.0;-33.0;-33.0;-33.0;-45.0;-60.0;-60.0;-60.0;-40.0;0.0;0.0;0.0;1;0
BB;1E+13;C04;92586;N;45.0;0.0;0.0;0.0;;0.0;-100.0;-150.0;-200.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-254.0;-254.0;-254.0;-185.0;-100.0;0.0;0.0;0.0;1;0
BB;1E+13;C04;92586;N;44.0;0.0;0.0;0.0;;-100.0;-150.0;-200.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-254.0;-254.0;-254.0;-254.0;-185.0;-100.0;0.0;0.0;1;0
BB;1E+13;C04;92586;N;43.2;0.0;0.0;-100.0;;-150.0;-200.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-254.0;-254.0;-254.0;-254.0;-254.0;-185.0;-100.0;0.0;1;0
BB;1E+13;C04;92586;N;46.8;0.0;0.0;0.0;;0.0;-100.0;-150.0;-200.0;-253.0;-253.0;-253.0;-253.0;-253.0;-187.5;-130.0;-130.0;-130.0;-187.5;-254.0;-254.0;-185.0;-100.0;0.0;0.0;0.0;1;0
BB;1E+13;C04;92586;N;45.4;0.0;0.0;0.0;;-100.0;-150.0;-200.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-187.5;-130.0;-130.0;-130.0;-187.5;-254.0;-254.0;-254.0;-185.0;-100.0;0.0;0.0;1;0
BB;1E+13;C04;92586;N;44.3;0.0;0.0;-100.0;;-150.0;-200.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-253.0;-187.5;-130.0;-130.0;-130.0;-187.5;-254.0;-254.0;-254.0;-254.0;-185.0;-100.0;0.0;1;0
