price,H00,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23
3000,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20,20,20
3000,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20,20
3000,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20
3000,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20
3000,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20
3000,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20
3000,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20,20,20
3000,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20,20
3000,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20
3000,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20
3000,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20
3000,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20
3000,20,20,38,38,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20,20,20
3000,20,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20,20
3000,20,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20
3000,20,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20
3000,20,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20
3000,20,20,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20
3000,20,20,20,38,38,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20,20,20
3000,20,20,20,38,38,20,20,20,20,20,20,20,20,20,20,20,2,2,20,20,20,20,20,20
