price,H00,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23
3000,0,11,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,11,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,5,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,5,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,11,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,5,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,11,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,5,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,5,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,11,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,11,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,11,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,5,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,5,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,5,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,0,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,0,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,5,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,5,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,5,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,5,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,5,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,11,0,0,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,11,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,11,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,11,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,5,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,11,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,11,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,11,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,5,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,0,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,0,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,5,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,5,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,5,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,11,0,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,11,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,11,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,11,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,11,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,0,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,0,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,0,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,0,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,5,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,0,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,11,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,5,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,11,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,11,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,5,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,0,0,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,0,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,5,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,11,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,5,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,5,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,5,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,5,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
