price,H00,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23
3000,0,0,0,0,0,0,0,0,0,0,0,0,10,3.75,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,7.5,6.25,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.75,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,6.25,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,1.25,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2.5,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,5,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2.5,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,5,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,1.25,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,2.5,8.75,5,5,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,1.25,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,5,3.75,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,5,5,2.5,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,3.75,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,7.5,6.25,5,5,5,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,3.75,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,6.25,5,5,5,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,5,5,5,1.25,0,0,0,0,0
